fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
Irfan Khan Pathan,IK Pathan,INDIA,40,31.57,53.22,5884,32.26,3.28,58.8,Left-hand bat,Left-arm medium-fast
Kurtis Robert Patterson,KR Patterson,AUS,2,144,52.55,-,-,-,-,Left-hand bat,Right-arm offbreak
Darren John Pattinson,DJ Pattinson,ENG,2,10.5,42,181,48,3.18,90.5,Right-hand bat,Right-arm fast-medium
James Lee Pattinson,JL Pattinson,AUS,25,26.06,42.94,3963,26.33,3.22,48.9,Left-hand bat,Right-arm fast-medium
Keemo Mandela Angus Paul,KMA Paul,WI,6,16,81.35,342,31.5,3.31,57,Right-hand bat,Right-arm fast-medium
Anhettige Suresh Asanka Perera,ASA Perera,SL,3,11.33,47.88,102,-,3.17,-,Right-hand bat,Right-arm fast-medium
Mahawaduge Dilruwan Kamalaneth Perera,MDK Perera,SL,73,18.58,47.26,10246,35.33,3.22,65.6,Right-hand bat,Right-arm offbreak
Mathurage Don Kusal Janith Perera,MDKJ Perera,SL,33,31.13,73.95,-,-,-,-,Left-hand bat,-
Narangoda Liyanaarachchilage Thisara Chirantha Perera,NLTC Perera,SL,10,20.3,73.02,954,59.36,4.1,86.7,Left-hand bat,Right-arm medium-fast
Panagodage Don Ruchira Laksiri Perera,PDRL Perera,SL,7,11,26.82,746,28.78,3.24,53.2,Left-hand bat,Left-arm medium-fast
Veerasammy Permaul,V Permaul,WI,9,12.25,71.01,1371,43.77,3.44,76.1,Right-hand bat,Slow left-arm orthodox
Keon Kenroy Peters,KK Peters,WI,1,0,0,120,34.5,3.45,60,Right-hand bat,Left-arm medium
Alviro Nathan Petersen,AN Petersen,SA,64,34.88,51.75,114,62,3.26,114,Right-hand bat,Right-arm offbreak
Robin John Peterson,RJ Peterson,SA,20,27.29,71.49,2515,37.26,3.37,66.1,Left-hand bat,Slow left-arm orthodox
Andile Lucky Phehlukwayo,AL Phehlukwayo,SA,4,9.5,48.71,250,13.36,3.52,22.7,Left-hand bat,Right-arm medium-fast
Vernon Darryl Philander,VD Philander,SA,94,24.04,44.53,11391,22.32,2.63,50.8,Right-hand bat,Right-arm fast-medium
Glenn Dominic Phillips,GD Phillips,NZ,2,26,43.69,-,-,-,-,Right-hand bat,-
Omar Jamel Phillips,OJ Phillips,WI,4,40,51.28,-,-,-,-,Left-hand bat,"Right-arm medium-fast, Legbreak"
Dane Leeroy Piedt,DL Piedt,SA,12,11.9,29.9,1824,45.19,3.86,70.1,Right-hand bat,Right-arm offbreak
Kevin Peter Pietersen,KP Pietersen,ENG,181,47.28,61.72,1311,88.6,4.05,131.1,Right-hand bat,Right-arm offbreak
Liam Edward Plunkett,LE Plunkett,ENG,20,15.86,46.75,2659,37.46,3.46,64.8,Right-hand bat,Right-arm fast
Shaun Maclean Pollock,SM Pollock,SA,85,37.56,57.02,13574,25.77,2.48,62.2,Right-hand bat,Right-arm fast-medium
Ricky Thomas Ponting,RT Ponting,AUS,228,53.24,60.79,360,187,3.11,360,Right-hand bat,Right-arm medium
Oliver John Douglas Pope,OJ Pope,ENG,15,39.41,52.09,-,-,-,-,Right-hand bat,-
William Thomas Stuart Porterfield,WTS Porterfield,IRE,6,9.66,25.55,-,-,-,-,Left-hand bat,Right-arm offbreak
Ramesh Rajaram Powar,RR Powar,INDIA,2,6.5,72.22,252,19.66,2.8,42,Right-hand bat,Right-arm offbreak
Daren Brent Lyle Powell,DBL Powell,WI,57,7.82,35.67,7077,47.85,3.44,83.2,Right-hand bat,Right-arm fast-medium
Kieran Omar Akeem Powell,KOA Powell,WI,76,26.81,51.17,6,-,0,-,Left-hand bat,"Right-arm medium, Right-arm offbreak"
Ricardo Lloyd Powell,RL Powell,WI,1,23,58.97,48,-,4.5,-,Right-hand bat,Right-arm offbreak
Stuart William Poynter,SW Poynter,IRE,2,0.5,9.09,-,-,-,-,Right-hand bat,-
Bapu Krishnarao Venkatesh Prasad,BKV Prasad,INDIA,6,21,28.18,780,37.27,3.15,70.9,Right-hand bat,Right-arm medium-fast
Kariyawasam Tirana Gamage Dhammika Prasad,KTGD Prasad,SL,39,12.86,53.6,4327,35.97,3.74,57.6,Right-hand bat,Right-arm fast-medium
Seekkuge Prasanna,S Prasanna,SL,1,5,41.66,138,-,3.47,-,Right-hand bat,Legbreak
Dewald Pretorius,D Pretorius,SA,4,7.33,53.65,570,71.66,4.52,95,Right-hand bat,Right-arm fast
Dwaine Pretorius,D Pretorius,SA,6,13.83,50.92,480,36,3.15,68.5,Right-hand bat,Right-arm medium-fast
Raymond William Price,RW Price,ZIM,36,9.1,34.18,6087,35.78,2.82,76,Right-hand bat,Slow left-arm orthodox
Ashwell Gavin Prince,AG Prince,SA,104,41.64,43.7,96,47,2.93,96,Left-hand bat,Right-arm offbreak
Matthew James Prior,MJ Prior,ENG,123,40.18,61.66,-,-,-,-,Right-hand bat,-
Cheteshwar Arvind Pujara,CA Pujara,INDIA,128,48.66,46.18,6,-,2,-,Right-hand bat,Legbreak
Ravindra Pushpakumara,KR Pushpakumara,SL,-,-,-,90,-,1.6,-,Right-hand bat,Right-arm fast-medium
Pawuluge Malinda Pushpakumara,PM Pushpakumara,SL,8,17,45.53,860,37.14,3.62,61.4,Right-hand bat,Slow left-arm orthodox
Qais Ahmad Kamawal,Qais Ahmad,AFG,2,11.5,56.09,54,28,3.11,54,Right-hand bat,Legbreak
Robert John Quiney,RJ Quiney,AUS,3,3,40.9,150,-,1.16,-,Left-hand bat,Right-arm medium
Kagiso Rabada,K Rabada,SA,64,11.43,45.9,8011,22.95,3.38,40.6,Left-hand bat,Right-arm fast
Rafikul Islam Khan,Rafiqul Islam,BDESH,2,3.5,13.2,-,-,-,-,Right-hand bat,-
Ajinkya Madhukar Rahane,AM Rahane,INDIA,109,42.88,50.03,-,-,-,-,Right-hand bat,Right-arm medium
Rahat Ali,Rahat Ali,PAK,31,7.55,36.55,4227,39.03,3.21,72.8,Right-hand bat,Left-arm fast-medium
Rahmat Shah Zurmatai,Rahmat Shah,AFG,8,37.25,53.11,-,-,-,-,Right-hand bat,Legbreak googly
Kannaur Lokesh Rahul,KL Rahul,INDIA,60,34.58,56.45,-,-,-,-,Right-hand bat,-
Suresh Kumar Raina,SK Raina,INDIA,31,26.48,53.14,1041,46.38,3.47,80,Left-hand bat,Right-arm offbreak
Khondokar Mohammad Rajin Saleh Alam,Rajin Saleh,BDESH,46,25.93,35.85,438,134,3.67,219,Right-hand bat,Right-arm offbreak
Chandrasekara Arachchilage Kasun Rajitha,CAK Rajitha,SL,10,2.87,14.64,1402,30.52,3.26,56,Right-hand bat,Right-arm medium-fast
Sagi Lakshmi Venkatapathy Raju,SLV Raju,INDIA,1,4,26.66,210,116,3.31,210,Right-hand bat,Slow left-arm orthodox
Ryan Rakesh Ramdass,RR Ramdass,WI,2,13,50.98,-,-,-,-,Right-hand bat,Right-arm offbreak
Denesh Ramdin,D Ramdin,WI,126,25.87,48.74,-,-,-,-,Right-hand bat,-
Sadagoppan Ramesh,S Ramesh,INDIA,14,28.85,39.56,30,-,4.8,-,Left-hand bat,Right-arm offbreak
Dinanath Ramnarine,D Ramnarine,WI,17,6.07,25.56,2727,34.81,2.52,82.6,Left-hand bat,Legbreak googly
Ravindranath Rampaul,R Rampaul,WI,31,14.56,53.25,3440,34.79,2.97,70.2,Left-hand bat,Right-arm fast-medium
Mark Ravin Ramprakash,MR Ramprakash,ENG,18,30.77,47.55,48,-,3.87,-,Right-hand bat,Right-arm offbreak
William Boyd Rankin,WB Rankin,ENG/IRE,6,8.6,43.43,443,38,4.11,55.3,Left-hand bat,Right-arm fast-medium
Mohammad Raqibul Hasan,Raqibul Hasan,BDESH,18,19.76,40.23,42,17,2.42,42,Right-hand bat,Legbreak
Adil Usman Rashid,AU Rashid,ENG,33,19.28,42.51,3816,39.83,3.75,63.6,Right-hand bat,Legbreak
Rashid Khan Arman,Rashid Khan,AFG,7,15.14,79.69,938,21.08,3.1,40.7,Right-hand bat,Legbreak googly
Rashid Latif,Rashid Latif,PAK,23,38,54.24,-,-,-,-,Right-hand bat,Legbreak
Ajay Ratra,A Ratra,INDIA,10,18.11,30.58,6,-,1,-,Right-hand bat,Right-arm medium
Jeet Ashok Raval,JA Raval,NZ,39,30.07,42.8,84,34,2.42,84,Left-hand bat,Legbreak
Christopher Mark Wells Read,CMW Read,ENG,19,21.46,40.6,-,-,-,-,Right-hand bat,-
Aaron James Redmond,AJ Redmond,NZ,16,21.66,39.01,105,26.66,4.57,35,Right-hand bat,Legbreak
Floyd Lamonte Reifer,FL Reifer,WI,4,12,37.2,-,-,-,-,Left-hand bat,Right-arm medium
Raymon Anton Reifer,RA Reifer,WI,2,52,26.26,180,44,2.93,90,Left-hand bat,Left-arm medium-fast
Gavin James Rennie,GJ Rennie,ZIM,8,19.25,45.29,6,-,9,-,Left-hand bat,Slow left-arm orthodox
Matthew Thomas Renshaw,MT Renshaw,AUS,20,33.47,42.48,24,-,3.25,-,Left-hand bat,Right-arm offbreak
Riaz Afridi,Riaz Afridi,PAK,1,9,75,186,43.5,2.8,93,Right-hand bat,Right-arm medium-fast
Dale Maurice Richards,DM Richards,WI,6,20.83,75.75,-,-,-,-,Right-hand bat,Right-arm medium
Jhye Avon Richardson,JA Richardson,AUS,1,1,14.28,306,20.5,2.41,51,Right-hand bat,Right-arm fast
Mark Hunter Richardson,MH Richardson,NZ,56,44.35,37.48,60,20,2,60,Left-hand bat,Slow left-arm orthodox
Kemar Andre Jamal Roach,KAJ Roach,WI,93,12.17,38.83,10500,27.53,3.09,53.2,Right-hand bat,Right-arm fast-medium
SK Robiul Islam,Robiul Islam,BDESH,17,9,48.76,1860,39.68,3.2,74.4,Right-hand bat,Right-arm fast-medium
Sam David Robson,SD Robson,ENG,11,30.54,44.5,-,-,-,-,Right-hand bat,Legbreak
Barney Guy Rogers,BG Rogers,ZIM,8,11.25,38.79,18,-,5.66,-,Left-hand bat,Right-arm offbreak
Christopher John Llewellyn Rogers,CJL Rogers,AUS,48,42.87,50.6,-,-,-,-,Left-hand bat,Legbreak googly
Tobias Skelton Roland-Jones,TS Roland-Jones,ENG,6,20.5,69.49,536,19.64,3.73,31.5,Right-hand bat,Right-arm medium-fast
Luke Ronchi,L Ronchi,NZ,8,39.87,73.84,-,-,-,-,Right-hand bat,-
Joseph Edward Root,JE Root,ENG,171,48.07,54.54,2660,50.07,3.16,95,Right-hand bat,"Right-arm offbreak, Legbreak"
Jason Jonathan Roy,JJ Roy,ENG,10,18.7,58.8,-,-,-,-,Right-hand bat,-
Mohammad Rubel Hossain,Rubel Hossain,BDESH,47,9.46,43.94,4223,76.77,3.92,117.3,Right-hand bat,Right-arm fast
Jacobus Andries Rudolph,JA Rudolph,SA,83,35.43,43.81,664,108,3.9,166,Left-hand bat,Legbreak googly
Andre Dwayne Russell,AD Russell,WI,1,2,22.22,138,104,4.52,138,Right-hand bat,Right-arm fast
Hamish Duncan Rutherford,HD Rutherford,NZ,29,26.96,56.42,6,-,2,-,Left-hand bat,Slow left-arm orthodox
Jesse Daniel Ryder,JD Ryder,NZ,33,40.93,55.19,492,56,3.41,98.4,Left-hand bat,Right-arm medium
Mohammad Sabbir Rahman,Sabbir Rahman,BDESH,22,24.05,54.97,144,-,4.08,-,Right-hand bat,Legbreak
Saeed Ajmal,Saeed Ajmal,PAK,53,11,41.68,11592,28.1,2.58,65.1,Right-hand bat,Right-arm offbreak
Saeed Anwar,Saeed Anwar,PAK,5,32.4,76.77,-,-,-,-,Left-hand bat,Slow left-arm orthodox
Martin John Saggers,MJ Saggers,ENG,3,0.33,3.33,493,35.28,3,70.4,Right-hand bat,Right-arm fast-medium
Wriddhiman Prasanta Saha,WP Saha,INDIA,50,30.19,45.51,-,-,-,-,Right-hand bat,-
Mohammad Saif Hassan,Saif Hassan,BDESH,3,8,61.53,-,-,-,-,Right-hand bat,Right-arm offbreak
Sajedul Islam,Sajedul Islam,BDESH,6,3,38.29,330,77.33,4.21,110,Left-hand bat,Left-arm medium
Saleem Elahi,Saleem Elahi,PAK,12,14.27,38.01,-,-,-,-,Right-hand bat,Right-arm offbreak
Salman Butt,Salman Butt,PAK,62,30.46,47.2,137,106,4.64,137,Left-hand bat,Right-arm offbreak
Thilan Thusara Samaraweera,TT Samaraweera,SL,132,48.76,46.92,1327,45.93,3.11,88.4,Right-hand bat,Right-arm offbreak
Wedagedara Sadeera Rashen Samarawickrama,S Samarawickrama,SL,8,15.62,70.62,-,-,-,-,Right-hand bat,-
Sami Aslam,Sami Aslam,PAK,25,31.58,39.11,-,-,-,-,Left-hand bat,Right-arm medium
Daren Julius Garvey Sammy,DJG Sammy,WI,63,21.68,67.88,6215,35.79,2.9,73.9,Right-hand bat,Right-arm medium
Marlon Nathaniel Samuels,MN Samuels,WI,123,32.24,47.94,4158,59.56,3.35,106.6,Right-hand bat,Right-arm offbreak
Paththamperuma Arachchige Don Lakshan Rangika Sandakan,PADLR Sandakan,SL,17,10.63,42.7,2063,34.48,3.71,55.7,Right-hand bat,Slow left-arm chinaman
Adam Sanford,A Sanford,WI,17,4.8,21.95,2217,43.86,3.56,73.9,Right-hand bat,Right-arm fast-medium
Kumar Chokshanada Sangakkara,KC Sangakkara,SL,226,58.49,54.55,84,-,3.5,-,Left-hand bat,Right-arm offbreak
Rahul Laxman Sanghvi,RL Sanghvi,INDIA,2,1,9.09,74,39,6.32,37,Left-hand bat,Slow left-arm orthodox
Mitchell Josef Santner,MJ Santner,NZ,29,25.55,42.36,3746,44.71,2.79,96,Left-hand bat,Slow left-arm orthodox
Mohammad Sanwar Hossain,Sanwar Hossain,BDESH,18,19.16,46.43,444,62,4.18,88.8,Right-hand bat,Right-arm offbreak
Saqlain Mushtaq,Saqlain Mushtaq,PAK,29,13.92,32.06,4728,30.33,2.84,63.8,Right-hand bat,Right-arm offbreak
Sarandeep Singh,Sarandeep Singh,INDIA,2,43,31.61,252,33.5,3.19,63,Right-hand bat,Right-arm offbreak
Sarfaraz Ahmed,Sarfaraz Ahmed,PAK,86,36.39,70.98,-,-,-,-,Right-hand bat,Right-arm offbreak
Ramnaresh Ronnie Sarwan,RR Sarwan,WI,140,40.91,47.06,2010,49.86,3.42,87.3,Right-hand bat,Legbreak
Chadd James Sayers,CJ Sayers,AUS,2,0,0,294,73,2.97,147,Right-hand bat,Right-arm medium
Virender Sehwag,V Sehwag,ICC/INDIA,180,49.34,82.23,3731,47.35,3.04,93.2,Right-hand bat,Right-arm offbreak
Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,SMSM Senanayake,SL,1,5,33.33,138,-,4.17,-,Right-hand bat,Right-arm offbreak
Shabbir Ahmed Khan,Shabbir Ahmed,PAK,15,8.8,37.6,2576,23.03,2.73,50.5,Right-hand bat,Right-arm fast-medium
Mohammad Shadab Kabir Siddiqi,Shadab Kabir,PAK,2,29.5,81.94,-,-,-,-,Left-hand bat,Right-arm offbreak
Shadab Khan,Shadab Khan,PAK,9,34.28,62.99,885,38.83,3.15,73.7,Right-hand bat,Legbreak
Shadman Islam Anik,Shadman Islam,BDESH,11,25,44.21,-,-,-,-,Left-hand bat,Slow left-arm orthodox
Shafiul Islam,Shafiul Islam,BDESH,21,10.55,48.06,1734,55.41,3.25,102,Right-hand bat,Right-arm fast-medium
Owais Alam Shah,OA Shah,ENG,10,26.9,41.9,30,-,6.2,-,Right-hand bat,Right-arm offbreak
Kazi Shahadat Hossain,Shahadat Hossain,BDESH,69,10.01,45.94,5380,51.81,4.16,74.7,Right-hand bat,Right-arm medium-fast
Shaheen Shah Afridi,Shaheen Shah Afridi,PAK,12,4.2,44.68,1607,27.96,3.13,53.5,Left-hand bat,Left-arm fast
Sahibzada Mohammad Shahid Khan Afridi,Shahid Afridi,PAK,28,40.07,101.26,2007,40.17,3.36,71.6,Right-hand bat,Legbreak googly
Shahid Nazir,Shahid Nazir,PAK,10,15.44,58.15,1194,37.15,3.54,62.8,Right-hand bat,Right-arm fast-medium
Mohammad Shahriar Hossain,Shahriar Hossain,BDESH,3,26.66,51.28,-,-,-,-,Right-hand bat,Right-arm offbreak
Shahriar Nafees Ahmed,Shahriar Nafees,BDESH,48,26.39,55.86,-,-,-,-,Left-hand bat,-
Ajmal Shahzad,A Shahzad,ENG,1,5,41.66,102,15.75,3.7,25.5,Right-hand bat,Right-arm fast-medium
Tabraiz Shamsi,T Shamsi,SA,4,20,41.66,483,46.33,3.45,80.5,Right-hand bat,Slow left-arm chinaman
Mohammad Shamsur Rahman,Shamsur Rahman,BDESH,12,25.41,47.65,6,-,5,-,Right-hand bat,-
Madagamagamage Dasun Shanaka,MD Shanaka,SL,6,5.8,48.33,439,29,3.56,48.7,Right-hand bat,Right-arm medium
Shan Masood Khan,Shan Masood,PAK,38,31.28,46.62,78,22,3.38,39,Left-hand bat,Right-arm medium-fast
Shakib Al Hasan,Shakib Al Hasan,BDESH,105,39.4,62.05,13020,31.12,3.01,62,Left-hand bat,Slow left-arm orthodox
Sharjeel Khan,Sharjeel Khan,PAK,2,22,97.77,-,-,-,-,Left-hand bat,Legbreak
Ishant Sharma,I Sharma,INDIA,129,8.37,30,18150,32.39,3.18,61.1,Right-hand bat,Right-arm fast-medium
Karn Vinod Sharma,KV Sharma,INDIA,2,8,28.57,294,59.5,4.85,73.5,Left-hand bat,Legbreak googly
Rohit Gurunath Sharma,RG Sharma,INDIA,53,46.54,59.25,370,108,3.5,185,Right-hand bat,Right-arm offbreak
Prithvi Pankaj Shaw,PP Shaw,INDIA,7,55.83,86.34,-,-,-,-,Right-hand bat,Right-arm offbreak
Shane Shillingford,S Shillingford,WI,26,13.3,42.35,4694,34.55,3.09,67,Right-hand bat,Right-arm offbreak
Shoaib Akhtar,Shoaib Akhtar,PAK,45,11.25,43.98,5307,22.26,3.34,39.9,Right-hand bat,Right-arm fast
Shoaib Malik,Shoaib Malik,PAK,60,35.14,45.67,2712,47.46,3.36,84.7,Right-hand bat,Right-arm offbreak
Shuvagata Hom Chowdhury,Shuvagata Hom,BDESH,15,22.18,55.83,846,63.25,3.58,105.7,Right-hand bat,Right-arm offbreak
Vusimuzi Sibanda,V Sibanda,ZIM,28,21.1,50.21,-,-,-,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
Dominic Peter Sibley,DP Sibley,ENG,13,44.33,36.21,-,-,-,-,Right-hand bat,Legbreak
Iqbal Rashid Siddiqui,IR Siddiqui,INDIA,2,29,96.66,114,48,2.52,114,Right-hand bat,Right-arm medium-fast
Peter Matthew Siddle,PM Siddle,AUS,94,14.73,47.16,13907,30.66,2.92,62.9,Right-hand bat,Right-arm fast-medium
Ryan Jay Sidebottom,RJ Sidebottom,ENG,31,15.65,34.66,4812,28.24,2.78,60.9,Left-hand bat,Left-arm fast-medium
Sikandar Raza Butt,Sikandar Raza,ZIM,30,34.56,53.95,2429,41.81,3.3,75.9,Right-hand bat,Right-arm offbreak
Athege Roshen Shivanka Silva,ARS Silva,SL,23,35.1,41,-,-,-,-,Right-hand bat,Right-arm offbreak
Jayan Kaushal Silva,JK Silva,SL,74,28.36,40.27,-,-,-,-,Right-hand bat,-
Lindamlilage Prageeth Chamara Silva,LPC Silva,SL,17,33.56,62.88,102,65,3.82,102,Right-hand bat,Legbreak
Christopher Eric Wilfred Silverwood,CEW Silverwood,ENG,1,10,71.42,24,-,7.25,-,Right-hand bat,Right-arm fast-medium
Lendl Mark Platter Simmons,LMP Simmons,WI,16,17.37,46.88,192,147,4.59,192,Right-hand bat,Right-arm medium-fast
Mathew Stuart Sinclair,MS Sinclair,NZ,38,28.2,41.71,18,-,0.33,-,Right-hand bat,Right-arm medium
Rudra Pratap Singh,RP Singh,INDIA,19,7.25,42.02,2534,42.05,3.98,63.3,Right-hand bat,Left-arm fast-medium
Vishaul Anthony Singh,VA Singh,WI,6,10.5,31.65,-,-,-,-,Left-hand bat,Slow left-arm orthodox
Vikram Raj Vir Singh,VRV Singh,INDIA,6,11.75,111.9,669,53.37,3.82,83.6,Right-hand bat,Right-arm medium-fast
Tisse Appuhamilage Milinda Siriwardana,TAM Siriwardana,SL,9,33.11,65.63,413,23.36,3.73,37.5,Left-hand bat,Slow left-arm orthodox
Michael Jonathon Slater,MJ Slater,AUS,15,39.84,60.44,12,-,2,-,Right-hand bat,Right-arm medium
Dwayne Romel Smith,DR Smith,WI,14,24.61,70.02,651,49.14,3.17,93,Right-hand bat,Right-arm medium
Devon Sheldon Smith,DS Smith,WI,76,23.78,45.9,6,-,3,-,Left-hand bat,Right-arm offbreak
Edward Thomas Smith,ET Smith,ENG,5,17.4,50.58,-,-,-,-,Right-hand bat,Right-arm medium-fast
Graeme Craig Smith,GC Smith,ICC/SA,205,48.25,59.67,1418,110.62,3.74,177.2,Left-hand bat,Right-arm offbreak
Steven Peter Devereux Smith,SPD Smith,AUS,131,62.84,55.3,1381,56.47,4.17,81.2,Right-hand bat,Legbreak googly
Inderbir Singh Sodhi,IS Sodhi,NZ,25,21.33,52.64,3186,48.58,3.75,77.7,Right-hand bat,Legbreak
Sohag Gazi,Sohag Gazi,BDESH,16,21.66,61.43,3151,42.07,3.04,82.9,Right-hand bat,Right-arm offbreak
Sohail Khan,Sohail Khan,PAK,12,25.2,76.82,1828,41.66,3.69,67.7,Right-hand bat,Right-arm fast-medium
Sohail Tanvir,Sohail Tanvir,PAK,3,5.66,38.63,504,63.2,3.76,100.8,Left-hand bat,Left-arm medium-fast
MD Sohrawordi Shuvo,Sohrawordi Shuvo,BDESH,2,7.5,37.5,297,36.5,2.94,74.2,Left-hand bat,Slow left-arm orthodox
William Edgar Richard Somerville,WER Somerville,NZ,6,18,24.48,1052,32.46,2.77,70.1,Right-hand bat,Right-arm offbreak
Soumya Sarkar,Soumya Sarkar,BDESH,28,29.21,58.26,442,96,3.9,147.3,Left-hand bat,Right-arm medium-fast
Timothy Grant Southee,TG Southee,NZ,106,17.37,85.84,16393,29,3.01,57.7,Right-hand bat,Right-arm medium-fast
Shanthakumaran Sreesanth,S Sreesanth,INDIA,40,10.4,52.13,5419,37.59,3.62,62.2,Right-hand bat,Right-arm fast-medium
Javagal Srinath,J Srinath,INDIA,23,10.65,47.22,3628,32.71,2.86,68.4,Right-hand bat,Right-arm fast-medium
Mitchell Aaron Starc,MA Starc,AUS,85,22.27,68.58,11753,26.97,3.36,48.1,Left-hand bat,Left-arm fast
Alec James Stewart,AJ Stewart,ENG,46,38.35,51.16,-,-,-,-,Right-hand bat,Right-arm medium
Dale Willem Steyn,DW Steyn,SA,119,13.59,44.28,18608,22.95,3.24,42.3,Right-hand bat,Right-arm fast
Paul Robert Stirling,PR Stirling,IRE,6,17.33,58.75,12,-,5.5,-,Right-hand bat,Right-arm offbreak
Benjamin Andrew Stokes,BA Stokes,ENG,119,38.58,58.7,8995,31.73,3.3,57.6,Left-hand bat,Right-arm fast-medium
Oliver Peter Stone,OP Stone,ENG,2,9.5,65.51,72,9.66,2.41,24,Right-hand bat,Right-arm fast
Mark Daniel Stoneman,MD Stoneman,ENG,20,27.68,44.27,-,-,-,-,Left-hand bat,Right-arm offbreak
Bryan Colin Strang,BC Strang,ZIM,4,13.33,60.6,546,35.5,2.34,91,Right-hand bat,Left-arm medium
Paul Andrew Strang,PA Strang,ZIM,1,-,135.71,86,-,3.62,-,Right-hand bat,Legbreak googly
Andrew John Strauss,AJ Strauss,ENG,178,40.91,48.91,-,-,-,-,Left-hand bat,Left-arm medium
Heath Hilton Streak,HH Streak,ZIM,50,28.9,40.73,5583,33.7,2.82,71.5,Right-hand bat,Right-arm fast-medium
Colin Ellsworth Laurie Stuart,CEL Stuart,WI,7,3.8,24.35,936,30,3.26,55,Right-hand bat,Right-arm fast-medium
Scott Bernard Styris,SB Styris,NZ,48,36.04,51.34,1960,50.75,3.1,98,Right-hand bat,Right-arm medium
Subashis Roy,Subashis Roy,BDESH,6,14,23.33,749,51.66,3.72,83.2,Right-hand bat,Right-arm fast-medium
Sunzamul Islam,Sunzamul Islam,BDESH,1,24,42.85,270,153,3.4,270,Left-hand bat,Slow left-arm orthodox
Graeme Peter Swann,GP Swann,ENG,76,22.09,76.49,15349,29.96,2.98,60.1,Right-hand bat,Right-arm offbreak
Syed Khaled Ahmed,Khaled Ahmed,BDESH,2,4,21.05,360,-,4.03,-,Right-hand bat,Right-arm medium
Syed Rasel,Syed Rasel,BDESH,12,4.62,38.94,879,47.75,3.91,73.2,Left-hand bat,Left-arm medium-fast
Andrew Symonds,A Symonds,AUS,41,40.61,64.8,2094,37.33,2.56,87.2,Right-hand bat,"Right-arm medium, Right-arm offbreak"
Tatenda Taibu,T Taibu,ZIM,54,30.31,41.42,48,27,3.37,48,Right-hand bat,Right-arm medium
Taijul Islam,Taijul Islam,BDESH,48,10.04,39.88,7048,33.17,3.21,61.8,Left-hand bat,Slow left-arm orthodox
Shaun William Tait,SW Tait,AUS,5,6.66,43.47,414,60.4,4.37,82.8,Right-hand bat,Right-arm fast
Talha Jubair,Talha Jubair,BDESH,14,6.5,53.6,1090,55.07,4.24,77.8,Right-hand bat,Right-arm medium
Tamim Iqbal Khan,Tamim Iqbal,BDESH,115,38.64,56.48,30,-,4,-,Left-hand bat,-
Tanvir Ahmed,Tanvir Ahmed,PAK,7,34,62.73,707,26.64,3.84,41.5,Right-hand bat,Right-arm fast-medium
Tapash Kumar Baisya,Tapash Baisya,BDESH,40,11.29,49.93,3370,59.36,3.8,93.6,Right-hand bat,Right-arm fast-medium
Mohammad Tareq Aziz Khan,Tareq Aziz,BDESH,6,11,14.96,360,261,4.35,360,Right-hand bat,Right-arm medium-fast
Taskin Ahmed,Taskin Ahmed,BDESH,10,6.8,40.96,930,97.42,4.4,132.8,Left-hand bat,Right-arm fast
Taufeeq Umar,Taufeeq Umar,PAK,83,37.98,44.71,78,-,3.38,-,Left-hand bat,Right-arm offbreak
Brendan Ross Murray Taylor,BRM Taylor,ZIM,62,35.43,53.18,42,-,5.42,-,Right-hand bat,Right-arm offbreak
Jerome Everton Taylor,JE Taylor,WI,73,12.96,62.57,7757,34.46,3.46,59.6,Right-hand bat,Right-arm fast
Luteru Ross Poutoa Lote Taylor,LRPL Taylor,NZ,178,46.1,60,96,24,3,48,Right-hand bat,Right-arm offbreak
James William Arthur Taylor,JWA Taylor,ENG,13,26,41.43,-,-,-,-,Right-hand bat,Legbreak
Sachin Ramesh Tendulkar,SR Tendulkar,INDIA,204,51.65,53.84,2890,66.85,3.74,107,Right-hand bat,"Right-arm offbreak, Legbreak googly"
David John Terbrugge,DJ Terbrugge,SA,3,0.66,7.4,412,24,3.84,37.4,Right-hand bat,Right-arm fast-medium
Shardul Narendra Thakur,SN Thakur,INDIA,1,-,33.33,10,-,5.4,-,Right-hand bat,Right-arm medium
Warushavithana Upul Tharanga,WU Tharanga,SL,58,31.89,54.6,-,-,-,-,Left-hand bat,-
Hettige Don Rumesh Lahiru Thirimanne,HDRL Thirimanne,SL,68,22.64,37.96,84,-,3.64,-,Left-hand bat,Right-arm medium-fast
Stuart Robert Thompson,SR Thompson,IRE,6,10.66,32.98,410,20.4,2.98,41,Left-hand bat,Right-arm medium-fast
Graham Paul Thorpe,GP Thorpe,ENG,64,55.3,47.1,-,-,-,-,Left-hand bat,Right-arm medium
Magina Thilan Thushara Mirando,T Thushara,SL,14,8.54,46.76,1668,37.14,3.74,59.5,Left-hand bat,Left-arm fast-medium
Hashan Prasantha Tillakaratne,HP Tillakaratne,SL,40,54.24,42.88,36,-,1.83,-,Left-hand bat,Right-arm offbreak
Donald Tatenda Tiripano,DT Tiripano,ZIM,20,19.93,29.48,1864,52.31,2.69,116.5,Right-hand bat,Right-arm fast-medium
