Outcome,Dismissal,Innings,HostCountry,InnBalls,BatTeam,TeamWkts,TeamScore,TeamLead,Batter,BatScore,BatBalls,BatAvg,BatSR,BatArm,BowlTeam,Bowler,BowlBalls,BowlRuns,BowlWkts,BowlAvg,BowlSR,BowlType,SpellBalls,SpellRuns,SpellWkts,TossWin,TossElect,BatTeamTotalRuns,BatTeamTotalWkts,BowlTeamTotalRuns,BowlTeamTotalWkts,Commentary,InnsBalls
W,out,2,AUS,62,AUS,0,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Burns, OUT, second slip takes a screamer! Length ball just outside off, and the ball holds it's line despite angling inwards at first. That means Burns is playing in front of middle-stump, while the ball is on off-stump, and that's what gets the bat's outside edge. Mendis dives to his left and completes a sharp take",62
0,no,2,AUS,63,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Khawaja, no run, length ball, wide outside off, but angling inwards. Khawaja covers his off stump and then shoulders his arms",63
0,no,2,AUS,64,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Khawaja, no run, full on off, and he tries to drive straight. But it comes off the bat's inside half, and rolls back to mid on",64
0,no,2,AUS,65,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Khawaja, no run, beautiful shape from round the wicket. Length ball originating outside off but coming in sharply. Eventually well left by Khawaja, but the delivery was mighty close to the top of off stump",65
0,no,2,AUS,66,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball, from round the wicket. And the in-seamer is left alone",66
0,no,2,AUS,67,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, between bat and body! Full just outside off, and enticing Harris to drive. He's played outside the ball's line this time and it sneaks between his bat and front leg",67
0,no,2,AUS,68,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball on middle, and nudged off the back foot to the leg side with the straight bat",68
0,no,2,AUS,69,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball, but the ball moves away this time. Harris shapes up to cut because of the loose nature of the delivery, but he's been beaten for place. Ball flies over the blade",69
0,no,2,AUS,70,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, back of a length on middle, that gets big on Harris. He tiptoes to ride the bounce, and then blocks to the leg side",70
0,no,2,AUS,71,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, back of a length on middle, and going over Harris' head as he ducks to this delivery",71
0,no,2,AUS,72,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Khawaja, no run, ",72
0,no,2,AUS,73,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Khawaja, no run, length ball, just outside off, and Khawaja has no intention of playing at it. Left alone, Dickwella collects",73
0,no,2,AUS,74,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Khawaja, no run, back of a length outside off, and Khawaja looks to fend off the back foot, but the ball gets big on him. Forced to defend without his eyes on the ball, and it hits the blade's shoulder",74
0,no,2,AUS,75,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Khawaja, no run, full and wide outside off, and left alone once again. Delivery was way too wide, and a slightly aggressive batsman would definitely have pounced onto that",75
3,no,2,AUS,76,AUS,1,37,-107,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Khawaja, 3 runs, full on off, and he crunches a drive past mid off's right! Chase for Lahiru Kumara, whose commitment ensures the ball doesn't get to the boundary",76
1nb,no,2,AUS,77,AUS,1,40,-104,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, 1 no ball, length ball, wide outside off, but seaming inwards wildly. Left alone by Harris, but Lakmal has overstepped",77
0,no,2,AUS,78,AUS,1,41,-103,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, back of a length outside off, and he rides the bounce before blocking off the back foot",78
0,no,2,AUS,79,AUS,1,41,-103,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, length ball, just outside off stump, and he shoulders his arms this time",79
0,no,2,AUS,80,AUS,1,41,-103,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, just past his outside edge! Length ball angling in and Khawaja looked to defend off the back foot. But the delivery flies past his outside edge, and the batsman will feel lucky that didn't take a feather touch. So close",80
0,no,2,AUS,81,AUS,1,41,-103,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, full and wide outside off. This ball's going straight through with the arm, and Khawaja has no trouble in deciding to let it go",81
0,no,2,AUS,82,AUS,1,41,-103,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, length ball, just outside off stump, and left alone by Khawaja. Happy to do that all evening, it looks like",82
1nb,no,2,AUS,83,AUS,1,41,-103,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, 1 no ball, full and wide outside off, and Khawaja was tempted to drive. He takes a big stride and even swings his bat towards the ball, but pulls it back at the very last moment. He could've played it, in retrospect, given the bowler has bowled a front-foot no ball",83
0,no,2,AUS,84,AUS,1,42,-102,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, length ball, wide outside off and once again he shoulders his arms to any delivery that's not aimed at his stumps",84
0,no,2,AUS,85,AUS,1,42,-102,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, length ball on off, and angling further away from over the wicket. Happily lets it go to dickwella",85
0,no,2,AUS,86,AUS,1,42,-102,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Harris, no run, length ball on off, and turning away after hitting the deck. Carefully fended off the back foot",86
4,no,2,AUS,87,AUS,1,42,-102,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Harris, FOUR runs, length ball, wide outside off, and he rocks back to slash a cut. Played wide of point, and that's four easy runs for Harris",87
0,no,2,AUS,88,AUS,1,46,-98,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Harris, no run, length ball on off, and worked off his pads to the leg side",88
0,no,2,AUS,89,AUS,1,46,-98,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Harris, no run, full just outside off, flighting this delivery. Defended back to Perera off the front foot",89
0,no,2,AUS,90,AUS,1,46,-98,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Harris, no run, full on middle, and nudged towards the leg side this time. Stopped by midwicket",90
0,no,2,AUS,91,AUS,1,46,-98,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Harris, no run, length ball, wide outside off and turning away. Mistimes the cut to point on this occasion",91
0,no,2,AUS,92,AUS,1,46,-98,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, good length just outside off, but the ball holds it's line. Khawaja keeps his bat in front of his body since it's so close to his stumps, but the ball goes past his blade anyway",92
2,no,2,AUS,93,AUS,1,46,-98,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, 2 runs, back of a length on off, and he swivels to pull along the ground. Deep midwicket runs around the boundary to keep it down to only two",93
1,no,2,AUS,94,AUS,1,48,-96,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, 1 run, length ball on off, but the ball stays low this time. Khawaja rolls his wrists and whips this away off his pads to square leg",94
0,no,2,AUS,95,AUS,1,49,-95,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball, just outside off, and bunted towards cover off the back foot",95
0,no,2,AUS,96,AUS,1,49,-95,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball, just outside off stump, and left alone after he drags his bat towards the ball before pulling it back late",96
3,no,2,AUS,97,AUS,1,49,-95,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, 3 runs, length ball, wide outside off, and he tries to pull his bat back. But it hits his blade anyway, and rolls away to deep point for a couple more",97
0,no,2,AUS,98,AUS,1,52,-92,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, length ball on middle, and angling away from Harris. Bunted off the back foot to point",98
0,no,2,AUS,99,AUS,1,52,-92,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, back of a length on middle, and he shapes up to flat-bat a pull. But the shot's been bottom-edged to mid on",99
0,no,2,AUS,100,AUS,1,52,-92,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, nice shape from Kumara. Length ball on middle, and while Harris opts to shoulder his arms, the ball is very close to the top of off stump",100
0,no,2,AUS,101,AUS,1,52,-92,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, length ball, aimed at the stumps, and nudged off his hips to the leg side. Straight to square leg though",101
0,no,2,AUS,102,AUS,1,52,-92,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, length ball on middle, and defended with gentle hands off the back foot. Ball rolls away to mid off",102
1,no,2,AUS,103,AUS,1,52,-92,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, 1 run, back of a length on middle, and firmly punched past the non-striker's right. Mid off needs to race towards long-off, but Chandimal manages to drag it back",103
0,no,2,AUS,104,AUS,1,53,-91,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball, just outside off stump, and he misses the cut. Through to the keeper",104
0,no,2,AUS,105,AUS,1,53,-91,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball, just outside off stump, and defended back to the bowler off the back foot",105
0,no,2,AUS,106,AUS,1,53,-91,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball, wide outside off stump, and he looks to cut again! Misses once more",106
0,no,2,AUS,107,AUS,1,53,-91,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball, wide outside off stump, and he shoulders his arms this time",107
1,no,2,AUS,108,AUS,1,53,-91,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, 1 run, length ball on leg stump, and clipped off his pads to square leg. Sub fielder Sadeera slides across the ground to intercept",108
0,no,2,AUS,109,AUS,1,54,-90,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, length ball, just outside off stump, and he lets the ball go into the keeper's gloves",109
0,no,2,AUS,110,AUS,1,54,-90,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, length ball, just outside off, and blocked off the back foot to cover",110
0,no,2,AUS,111,AUS,1,54,-90,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, length ball, wide outside off stump, and he bunts this away to point. Tried to get his bat out of the way, but eventually plays a checked shot",111
0,no,2,AUS,112,AUS,1,54,-90,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, back of a length just outside off stump, and he rides the bounce to play a cut shot. Gently steered to point",112
4,no,2,AUS,113,AUS,1,54,-90,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, FOUR runs, full and wide outside off, and he slashes hard at this. Tries to lift a drive over cover, but the ball goes over point instead. Two men chase after it, but the ball wins the race in the end",113
0,no,2,AUS,114,AUS,1,58,-86,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, full and wide outside off stump, and he presses forward towards the ball before eventually shouldering his arms",114
0,no,2,AUS,115,AUS,1,58,-86,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, back of a length on off stump, and he gets under the ball's line and allows it to go to Dickwella",115
0,no,2,AUS,116,AUS,1,58,-86,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, full on off, and bunted down the ground to mid off",116
0,no,2,AUS,117,AUS,1,58,-86,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, no run, full on off stump, and Khawaja is forced to play at it. Looks to defend, and the outside edge falls short of second slip",117
1,no,2,AUS,118,AUS,1,58,-86,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Khawaja, 1 run, length ball on middle, and he tiptoes before nudging a shot into he gap on the leg side",118
2,no,2,AUS,119,AUS,1,59,-85,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, 2 runs, length ball o off, and he steers this into the gap between gully and point. Three fielders - including the keeper - give the ball a chase",119
0,no,2,AUS,120,AUS,1,61,-83,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, full and wide outside off, and left alone",120
0,no,2,AUS,121,AUS,1,61,-83,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Harris, no run, length ball on leg stump, and clipped away to square leg. They can't pinch a single though",121
4,no,2,AUS,122,AUS,1,61,-83,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Khawaja, FOUR runs, yorker that lands just before off stump, and Khawaja gets his toes out of the way before opening the bat's face fine. Runs this late past the slip cordon's left for four",122
